Mod:Item:MetaData, Localized Name
tfc_tinker:propick_head:0, Thorium Prospector Pickaxe Head
tfc_tinker:propick_head:0, Uranium Prospector Pickaxe Head
tfc_tinker:propick_head:0, Magnesium Prospector Pickaxe Head
tfc_tinker:propick_head:0, Chocolate Prospector Pickaxe Head
tfc_tinker:propick_head:0, Black Steel Prospector Pickaxe Head
tfc_tinker:propick_head:0, Blue Steel Prospector Pickaxe Head
tfc_tinker:propick_head:0, Red Steel Prospector Pickaxe Head
tfc_tinker:propick_head:0, Sterling Silver Prospector Pickaxe Head
tfc_tinker:propick_head:0, Rose Gold Prospector Pickaxe Head
tfc_tinker:propick_head:0, Wrought Iron Prospector Pickaxe Head
tfc_tinker:propick_head:0, Bismuth Prospector Pickaxe Head
tfc_tinker:propick_head:0, Bismuth Bronze Prospector Pickaxe Head
tfc_tinker:propick_head:0, Black Bronze Prospector Pickaxe Head
tfc_tinker:propick_head:0, Zinc Prospector Pickaxe Head
tfc_tinker:propick_head:0, Platinum Prospector Pickaxe Head
tfc_tinker:propick_head:0, Nickel Prospector Pickaxe Head
tfc_tinker:propick_head:0, Constantan Prospector Pickaxe Head
tfc_tinker:propick_head:0, Tungsten Prospector Pickaxe Head
tfc_tinker:propick_head:0, Tungsten Steel Prospector Pickaxe Head
tfc_tinker:propick_head:0, Titanium Prospector Pickaxe Head
tfc_tinker:propick_head:0, Aluminium Prospector Pickaxe Head
tfc_tinker:propick_head:0, Antimony Prospector Pickaxe Head
tfc_tinker:propick_head:0, Osmium Prospector Pickaxe Head
tfc_tinker:propick_head:0, Invar Prospector Pickaxe Head
tfc_tinker:propick_head:0, Red Alloy Prospector Pickaxe Head
tfc_tinker:propick_head:0, Nickel Silver Prospector Pickaxe Head
tfc_tinker:prospector_pick, Prospector Pickaxe
tfctech:pot_ash, Pot with Ash Powder
tfctech:pot_potash, Pot with Potash
tfctech:powder/potash, Potash
tfctech:powder/lime, Lime
tfctech:powder/wood, Sawdust
tfctech:powder/ash, Ash
tfctech:latex/vulcanizing_agents, Vulcanizing Agents
tfctech:latex/rubber_mix, Rubber Mix
tfctech:latex/rubber, Rubber
tfctech:wiredraw/leather_belt, Leather Belt
tfctech:wiredraw/winch, Winch
tfctech:ceramics/unfired/rackwheel_piece, Unfired Rackwheel Piece Mold
tfctech:ceramics/unfired/glass_block, Unfired Glass Block Mold
tfctech:ceramics/unfired/glass_pane, Unfired Glass Pane Mold
tfctech:ceramics/mold/glass_block, Glass Block Mold
tfctech:ceramics/mold/glass_pane, Glass Pane Mold
tfctech:ceramics/mold/rackwheel_piece, Rackwheel Piece Mold
tfctech:metal/iron_groove, item.tfctech.metal.iron_groove.name
tfctech:metal/iron_bowl_mount, item.tfctech.metal.iron_bowl_mount.name
tfctech:metal/iron_draw_plate, item.tfctech.metal.iron_draw_plate.name
tfctech:metal/steel_draw_plate, item.tfctech.metal.steel_draw_plate.name
tfctech:metal/black_steel_draw_plate, item.tfctech.metal.black_steel_draw_plate.name
tfctech:metal/iron_tongs, item.tfctech.metal.iron_tongs.name
tfctech:metal/copper_inductor, item.tfctech.metal.copper_inductor.name
tfctech:metal/tin_sleeve, item.tfctech.metal.tin_sleeve.name
tfctech:metal/brass_sleeve, item.tfctech.metal.brass_sleeve.name
tfctech:metal/steel_sleeve, item.tfctech.metal.steel_sleeve.name
tfctech:metal/bismuth_strip, item.tfctech.metal.bismuth_strip.name
tfctech:metal/bismuth_rackwheel_piece, item.tfctech.metal.bismuth_rackwheel_piece.name
tfctech:metal/bismuth_rackwheel, item.tfctech.metal.bismuth_rackwheel.name
tfctech:metal/bismuth_gear, item.tfctech.metal.bismuth_gear.name
tfctech:metal/bismuth_wire, item.tfctech.metal.bismuth_wire.name
tfctech:metal/bismuth_long_rod, item.tfctech.metal.bismuth_long_rod.name
tfctech:metal/bismuth_rod, item.tfctech.metal.bismuth_rod.name
tfctech:metal/bismuth_bolt, item.tfctech.metal.bismuth_bolt.name
tfctech:metal/bismuth_screw, item.tfctech.metal.bismuth_screw.name
tfctech:metal/bismuth_bronze_strip, item.tfctech.metal.bismuth_bronze_strip.name
tfctech:metal/bismuth_bronze_rackwheel_piece, item.tfctech.metal.bismuth_bronze_rackwheel_piece.name
tfctech:metal/bismuth_bronze_rackwheel, item.tfctech.metal.bismuth_bronze_rackwheel.name
tfctech:metal/bismuth_bronze_gear, item.tfctech.metal.bismuth_bronze_gear.name
tfctech:metal/bismuth_bronze_wire, item.tfctech.metal.bismuth_bronze_wire.name
tfctech:metal/bismuth_bronze_long_rod, item.tfctech.metal.bismuth_bronze_long_rod.name
tfctech:metal/bismuth_bronze_rod, item.tfctech.metal.bismuth_bronze_rod.name
tfctech:metal/bismuth_bronze_bolt, item.tfctech.metal.bismuth_bronze_bolt.name
tfctech:metal/bismuth_bronze_screw, item.tfctech.metal.bismuth_bronze_screw.name
tfctech:metal/black_bronze_strip, item.tfctech.metal.black_bronze_strip.name
tfctech:metal/black_bronze_rackwheel_piece, item.tfctech.metal.black_bronze_rackwheel_piece.name
tfctech:metal/black_bronze_rackwheel, item.tfctech.metal.black_bronze_rackwheel.name
tfctech:metal/black_bronze_gear, item.tfctech.metal.black_bronze_gear.name
tfctech:metal/black_bronze_wire, item.tfctech.metal.black_bronze_wire.name
tfctech:metal/black_bronze_long_rod, item.tfctech.metal.black_bronze_long_rod.name
tfctech:metal/black_bronze_rod, item.tfctech.metal.black_bronze_rod.name
tfctech:metal/black_bronze_bolt, item.tfctech.metal.black_bronze_bolt.name
tfctech:metal/black_bronze_screw, item.tfctech.metal.black_bronze_screw.name
tfctech:metal/brass_strip, item.tfctech.metal.brass_strip.name
tfctech:metal/brass_rackwheel_piece, item.tfctech.metal.brass_rackwheel_piece.name
tfctech:metal/brass_rackwheel, item.tfctech.metal.brass_rackwheel.name
tfctech:metal/brass_gear, item.tfctech.metal.brass_gear.name
tfctech:metal/brass_wire, item.tfctech.metal.brass_wire.name
tfctech:metal/brass_long_rod, item.tfctech.metal.brass_long_rod.name
tfctech:metal/brass_rod, item.tfctech.metal.brass_rod.name
tfctech:metal/brass_bolt, item.tfctech.metal.brass_bolt.name
tfctech:metal/brass_screw, item.tfctech.metal.brass_screw.name
tfctech:metal/bronze_strip, item.tfctech.metal.bronze_strip.name
tfctech:metal/bronze_rackwheel_piece, item.tfctech.metal.bronze_rackwheel_piece.name
tfctech:metal/bronze_rackwheel, item.tfctech.metal.bronze_rackwheel.name
tfctech:metal/bronze_gear, item.tfctech.metal.bronze_gear.name
tfctech:metal/bronze_wire, item.tfctech.metal.bronze_wire.name
tfctech:metal/bronze_long_rod, item.tfctech.metal.bronze_long_rod.name
tfctech:metal/bronze_rod, item.tfctech.metal.bronze_rod.name
tfctech:metal/bronze_bolt, item.tfctech.metal.bronze_bolt.name
tfctech:metal/bronze_screw, item.tfctech.metal.bronze_screw.name
tfctech:metal/copper_strip, item.tfctech.metal.copper_strip.name
tfctech:metal/copper_rackwheel_piece, item.tfctech.metal.copper_rackwheel_piece.name
tfctech:metal/copper_rackwheel, item.tfctech.metal.copper_rackwheel.name
tfctech:metal/copper_gear, item.tfctech.metal.copper_gear.name
tfctech:metal/copper_wire, item.tfctech.metal.copper_wire.name
tfctech:metal/copper_long_rod, item.tfctech.metal.copper_long_rod.name
tfctech:metal/copper_rod, item.tfctech.metal.copper_rod.name
tfctech:metal/copper_bolt, item.tfctech.metal.copper_bolt.name
tfctech:metal/copper_screw, item.tfctech.metal.copper_screw.name
tfctech:metal/gold_strip, item.tfctech.metal.gold_strip.name
tfctech:metal/gold_rackwheel_piece, item.tfctech.metal.gold_rackwheel_piece.name
tfctech:metal/gold_rackwheel, item.tfctech.metal.gold_rackwheel.name
tfctech:metal/gold_gear, item.tfctech.metal.gold_gear.name
tfctech:metal/gold_wire, item.tfctech.metal.gold_wire.name
tfctech:metal/gold_long_rod, item.tfctech.metal.gold_long_rod.name
tfctech:metal/gold_rod, item.tfctech.metal.gold_rod.name
tfctech:metal/gold_bolt, item.tfctech.metal.gold_bolt.name
tfctech:metal/gold_screw, item.tfctech.metal.gold_screw.name
tfctech:metal/lead_strip, item.tfctech.metal.lead_strip.name
tfctech:metal/lead_rackwheel_piece, item.tfctech.metal.lead_rackwheel_piece.name
tfctech:metal/lead_rackwheel, item.tfctech.metal.lead_rackwheel.name
tfctech:metal/lead_gear, item.tfctech.metal.lead_gear.name
tfctech:metal/lead_wire, item.tfctech.metal.lead_wire.name
tfctech:metal/lead_long_rod, item.tfctech.metal.lead_long_rod.name
tfctech:metal/lead_rod, item.tfctech.metal.lead_rod.name
tfctech:metal/lead_bolt, item.tfctech.metal.lead_bolt.name
tfctech:metal/lead_screw, item.tfctech.metal.lead_screw.name
tfctech:metal/nickel_strip, item.tfctech.metal.nickel_strip.name
tfctech:metal/nickel_rackwheel_piece, item.tfctech.metal.nickel_rackwheel_piece.name
tfctech:metal/nickel_rackwheel, item.tfctech.metal.nickel_rackwheel.name
tfctech:metal/nickel_gear, item.tfctech.metal.nickel_gear.name
tfctech:metal/nickel_wire, item.tfctech.metal.nickel_wire.name
tfctech:metal/nickel_long_rod, item.tfctech.metal.nickel_long_rod.name
tfctech:metal/nickel_rod, item.tfctech.metal.nickel_rod.name
tfctech:metal/nickel_bolt, item.tfctech.metal.nickel_bolt.name
tfctech:metal/nickel_screw, item.tfctech.metal.nickel_screw.name
tfctech:metal/rose_gold_strip, item.tfctech.metal.rose_gold_strip.name
tfctech:metal/rose_gold_rackwheel_piece, item.tfctech.metal.rose_gold_rackwheel_piece.name
tfctech:metal/rose_gold_rackwheel, item.tfctech.metal.rose_gold_rackwheel.name
tfctech:metal/rose_gold_gear, item.tfctech.metal.rose_gold_gear.name
tfctech:metal/rose_gold_wire, item.tfctech.metal.rose_gold_wire.name
tfctech:metal/rose_gold_long_rod, item.tfctech.metal.rose_gold_long_rod.name
tfctech:metal/rose_gold_rod, item.tfctech.metal.rose_gold_rod.name
tfctech:metal/rose_gold_bolt, item.tfctech.metal.rose_gold_bolt.name
tfctech:metal/rose_gold_screw, item.tfctech.metal.rose_gold_screw.name
tfctech:metal/silver_strip, item.tfctech.metal.silver_strip.name
tfctech:metal/silver_rackwheel_piece, item.tfctech.metal.silver_rackwheel_piece.name
tfctech:metal/silver_rackwheel, item.tfctech.metal.silver_rackwheel.name
tfctech:metal/silver_gear, item.tfctech.metal.silver_gear.name
tfctech:metal/silver_wire, item.tfctech.metal.silver_wire.name
tfctech:metal/silver_long_rod, item.tfctech.metal.silver_long_rod.name
tfctech:metal/silver_rod, item.tfctech.metal.silver_rod.name
tfctech:metal/silver_bolt, item.tfctech.metal.silver_bolt.name
tfctech:metal/silver_screw, item.tfctech.metal.silver_screw.name
tfctech:metal/tin_strip, item.tfctech.metal.tin_strip.name
tfctech:metal/tin_rackwheel_piece, item.tfctech.metal.tin_rackwheel_piece.name
tfctech:metal/tin_rackwheel, item.tfctech.metal.tin_rackwheel.name
tfctech:metal/tin_gear, item.tfctech.metal.tin_gear.name
tfctech:metal/tin_wire, item.tfctech.metal.tin_wire.name
tfctech:metal/tin_long_rod, item.tfctech.metal.tin_long_rod.name
tfctech:metal/tin_rod, item.tfctech.metal.tin_rod.name
tfctech:metal/tin_bolt, item.tfctech.metal.tin_bolt.name
tfctech:metal/tin_screw, item.tfctech.metal.tin_screw.name
tfctech:metal/zinc_strip, item.tfctech.metal.zinc_strip.name
tfctech:metal/zinc_rackwheel_piece, item.tfctech.metal.zinc_rackwheel_piece.name
tfctech:metal/zinc_rackwheel, item.tfctech.metal.zinc_rackwheel.name
tfctech:metal/zinc_gear, item.tfctech.metal.zinc_gear.name
tfctech:metal/zinc_wire, item.tfctech.metal.zinc_wire.name
tfctech:metal/zinc_long_rod, item.tfctech.metal.zinc_long_rod.name
tfctech:metal/zinc_rod, item.tfctech.metal.zinc_rod.name
tfctech:metal/zinc_bolt, item.tfctech.metal.zinc_bolt.name
tfctech:metal/zinc_screw, item.tfctech.metal.zinc_screw.name
tfctech:metal/sterling_silver_strip, item.tfctech.metal.sterling_silver_strip.name
tfctech:metal/sterling_silver_rackwheel_piece, item.tfctech.metal.sterling_silver_rackwheel_piece.name
tfctech:metal/sterling_silver_rackwheel, item.tfctech.metal.sterling_silver_rackwheel.name
tfctech:metal/sterling_silver_gear, item.tfctech.metal.sterling_silver_gear.name
tfctech:metal/sterling_silver_wire, item.tfctech.metal.sterling_silver_wire.name
tfctech:metal/sterling_silver_long_rod, item.tfctech.metal.sterling_silver_long_rod.name
tfctech:metal/sterling_silver_rod, item.tfctech.metal.sterling_silver_rod.name
tfctech:metal/sterling_silver_bolt, item.tfctech.metal.sterling_silver_bolt.name
tfctech:metal/sterling_silver_screw, item.tfctech.metal.sterling_silver_screw.name
tfctech:metal/wrought_iron_strip, item.tfctech.metal.wrought_iron_strip.name
tfctech:metal/wrought_iron_rackwheel_piece, item.tfctech.metal.wrought_iron_rackwheel_piece.name
tfctech:metal/wrought_iron_rackwheel, item.tfctech.metal.wrought_iron_rackwheel.name
tfctech:metal/wrought_iron_gear, item.tfctech.metal.wrought_iron_gear.name
tfctech:metal/wrought_iron_wire, item.tfctech.metal.wrought_iron_wire.name
tfctech:metal/wrought_iron_long_rod, item.tfctech.metal.wrought_iron_long_rod.name
tfctech:metal/wrought_iron_rod, item.tfctech.metal.wrought_iron_rod.name
tfctech:metal/wrought_iron_bolt, item.tfctech.metal.wrought_iron_bolt.name
tfctech:metal/wrought_iron_screw, item.tfctech.metal.wrought_iron_screw.name
tfctech:metal/wrought_iron_blowpipe, item.tfctech.metal.wrought_iron_blowpipe.name
tfctech:metal/pig_iron_strip, item.tfctech.metal.pig_iron_strip.name
tfctech:metal/pig_iron_rackwheel_piece, item.tfctech.metal.pig_iron_rackwheel_piece.name
tfctech:metal/pig_iron_rackwheel, item.tfctech.metal.pig_iron_rackwheel.name
tfctech:metal/pig_iron_gear, item.tfctech.metal.pig_iron_gear.name
tfctech:metal/pig_iron_wire, item.tfctech.metal.pig_iron_wire.name
tfctech:metal/pig_iron_long_rod, item.tfctech.metal.pig_iron_long_rod.name
tfctech:metal/pig_iron_rod, item.tfctech.metal.pig_iron_rod.name
tfctech:metal/pig_iron_bolt, item.tfctech.metal.pig_iron_bolt.name
tfctech:metal/pig_iron_screw, item.tfctech.metal.pig_iron_screw.name
tfctech:metal/steel_strip, item.tfctech.metal.steel_strip.name
tfctech:metal/steel_rackwheel_piece, item.tfctech.metal.steel_rackwheel_piece.name
tfctech:metal/steel_rackwheel, item.tfctech.metal.steel_rackwheel.name
tfctech:metal/steel_gear, item.tfctech.metal.steel_gear.name
tfctech:metal/steel_wire, item.tfctech.metal.steel_wire.name
tfctech:metal/steel_long_rod, item.tfctech.metal.steel_long_rod.name
tfctech:metal/steel_rod, item.tfctech.metal.steel_rod.name
tfctech:metal/steel_bolt, item.tfctech.metal.steel_bolt.name
tfctech:metal/steel_screw, item.tfctech.metal.steel_screw.name
tfctech:metal/steel_blowpipe, item.tfctech.metal.steel_blowpipe.name
tfctech:metal/platinum_strip, item.tfctech.metal.platinum_strip.name
tfctech:metal/platinum_rackwheel_piece, item.tfctech.metal.platinum_rackwheel_piece.name
tfctech:metal/platinum_rackwheel, item.tfctech.metal.platinum_rackwheel.name
tfctech:metal/platinum_gear, item.tfctech.metal.platinum_gear.name
tfctech:metal/platinum_wire, item.tfctech.metal.platinum_wire.name
tfctech:metal/platinum_long_rod, item.tfctech.metal.platinum_long_rod.name
tfctech:metal/platinum_rod, item.tfctech.metal.platinum_rod.name
tfctech:metal/platinum_bolt, item.tfctech.metal.platinum_bolt.name
tfctech:metal/platinum_screw, item.tfctech.metal.platinum_screw.name
tfctech:metal/black_steel_strip, item.tfctech.metal.black_steel_strip.name
tfctech:metal/black_steel_rackwheel_piece, item.tfctech.metal.black_steel_rackwheel_piece.name
tfctech:metal/black_steel_rackwheel, item.tfctech.metal.black_steel_rackwheel.name
tfctech:metal/black_steel_gear, item.tfctech.metal.black_steel_gear.name
tfctech:metal/black_steel_wire, item.tfctech.metal.black_steel_wire.name
tfctech:metal/black_steel_long_rod, item.tfctech.metal.black_steel_long_rod.name
tfctech:metal/black_steel_rod, item.tfctech.metal.black_steel_rod.name
tfctech:metal/black_steel_bolt, item.tfctech.metal.black_steel_bolt.name
tfctech:metal/black_steel_screw, item.tfctech.metal.black_steel_screw.name
tfctech:metal/black_steel_blowpipe, item.tfctech.metal.black_steel_blowpipe.name
tfctech:metal/blue_steel_strip, item.tfctech.metal.blue_steel_strip.name
tfctech:metal/blue_steel_rackwheel_piece, item.tfctech.metal.blue_steel_rackwheel_piece.name
tfctech:metal/blue_steel_rackwheel, item.tfctech.metal.blue_steel_rackwheel.name
tfctech:metal/blue_steel_gear, item.tfctech.metal.blue_steel_gear.name
tfctech:metal/blue_steel_wire, item.tfctech.metal.blue_steel_wire.name
tfctech:metal/blue_steel_long_rod, item.tfctech.metal.blue_steel_long_rod.name
tfctech:metal/blue_steel_rod, item.tfctech.metal.blue_steel_rod.name
tfctech:metal/blue_steel_bolt, item.tfctech.metal.blue_steel_bolt.name
tfctech:metal/blue_steel_screw, item.tfctech.metal.blue_steel_screw.name
tfctech:metal/blue_steel_blowpipe, item.tfctech.metal.blue_steel_blowpipe.name
tfctech:metal/red_steel_strip, item.tfctech.metal.red_steel_strip.name
tfctech:metal/red_steel_rackwheel_piece, item.tfctech.metal.red_steel_rackwheel_piece.name
tfctech:metal/red_steel_rackwheel, item.tfctech.metal.red_steel_rackwheel.name
tfctech:metal/red_steel_gear, item.tfctech.metal.red_steel_gear.name
tfctech:metal/red_steel_wire, item.tfctech.metal.red_steel_wire.name
tfctech:metal/red_steel_long_rod, item.tfctech.metal.red_steel_long_rod.name
tfctech:metal/red_steel_rod, item.tfctech.metal.red_steel_rod.name
tfctech:metal/red_steel_bolt, item.tfctech.metal.red_steel_bolt.name
tfctech:metal/red_steel_screw, item.tfctech.metal.red_steel_screw.name
tfctech:metal/red_steel_blowpipe, item.tfctech.metal.red_steel_blowpipe.name
tfctech:metal/antimony_strip, item.tfctech.metal.antimony_strip.name
tfctech:metal/antimony_rackwheel_piece, item.tfctech.metal.antimony_rackwheel_piece.name
tfctech:metal/antimony_rackwheel, item.tfctech.metal.antimony_rackwheel.name
tfctech:metal/antimony_gear, item.tfctech.metal.antimony_gear.name
tfctech:metal/antimony_wire, item.tfctech.metal.antimony_wire.name
tfctech:metal/antimony_long_rod, item.tfctech.metal.antimony_long_rod.name
tfctech:metal/antimony_rod, item.tfctech.metal.antimony_rod.name
tfctech:metal/antimony_bolt, item.tfctech.metal.antimony_bolt.name
tfctech:metal/antimony_screw, item.tfctech.metal.antimony_screw.name
tfctech:metal/constantan_strip, item.tfctech.metal.constantan_strip.name
tfctech:metal/constantan_rackwheel_piece, item.tfctech.metal.constantan_rackwheel_piece.name
tfctech:metal/constantan_rackwheel, item.tfctech.metal.constantan_rackwheel.name
tfctech:metal/constantan_gear, item.tfctech.metal.constantan_gear.name
tfctech:metal/constantan_wire, item.tfctech.metal.constantan_wire.name
tfctech:metal/constantan_long_rod, item.tfctech.metal.constantan_long_rod.name
tfctech:metal/constantan_rod, item.tfctech.metal.constantan_rod.name
tfctech:metal/constantan_bolt, item.tfctech.metal.constantan_bolt.name
tfctech:metal/constantan_screw, item.tfctech.metal.constantan_screw.name
tfctech:metal/electrum_strip, item.tfctech.metal.electrum_strip.name
tfctech:metal/electrum_rackwheel_piece, item.tfctech.metal.electrum_rackwheel_piece.name
tfctech:metal/electrum_rackwheel, item.tfctech.metal.electrum_rackwheel.name
tfctech:metal/electrum_gear, item.tfctech.metal.electrum_gear.name
tfctech:metal/electrum_wire, item.tfctech.metal.electrum_wire.name
tfctech:metal/electrum_long_rod, item.tfctech.metal.electrum_long_rod.name
tfctech:metal/electrum_rod, item.tfctech.metal.electrum_rod.name
tfctech:metal/electrum_bolt, item.tfctech.metal.electrum_bolt.name
tfctech:metal/electrum_screw, item.tfctech.metal.electrum_screw.name
tfctech:metal/nickel_silver_strip, item.tfctech.metal.nickel_silver_strip.name
tfctech:metal/nickel_silver_rackwheel_piece, item.tfctech.metal.nickel_silver_rackwheel_piece.name
tfctech:metal/nickel_silver_rackwheel, item.tfctech.metal.nickel_silver_rackwheel.name
tfctech:metal/nickel_silver_gear, item.tfctech.metal.nickel_silver_gear.name
tfctech:metal/nickel_silver_wire, item.tfctech.metal.nickel_silver_wire.name
tfctech:metal/nickel_silver_long_rod, item.tfctech.metal.nickel_silver_long_rod.name
tfctech:metal/nickel_silver_rod, item.tfctech.metal.nickel_silver_rod.name
tfctech:metal/nickel_silver_bolt, item.tfctech.metal.nickel_silver_bolt.name
tfctech:metal/nickel_silver_screw, item.tfctech.metal.nickel_silver_screw.name
tfctech:metal/red_alloy_strip, item.tfctech.metal.red_alloy_strip.name
tfctech:metal/red_alloy_rackwheel_piece, item.tfctech.metal.red_alloy_rackwheel_piece.name
tfctech:metal/red_alloy_rackwheel, item.tfctech.metal.red_alloy_rackwheel.name
tfctech:metal/red_alloy_gear, item.tfctech.metal.red_alloy_gear.name
tfctech:metal/red_alloy_wire, item.tfctech.metal.red_alloy_wire.name
tfctech:metal/red_alloy_long_rod, item.tfctech.metal.red_alloy_long_rod.name
tfctech:metal/red_alloy_rod, item.tfctech.metal.red_alloy_rod.name
tfctech:metal/red_alloy_bolt, item.tfctech.metal.red_alloy_bolt.name
tfctech:metal/red_alloy_screw, item.tfctech.metal.red_alloy_screw.name
tfctech:metal/mithril_strip, item.tfctech.metal.mithril_strip.name
tfctech:metal/mithril_rackwheel_piece, item.tfctech.metal.mithril_rackwheel_piece.name
tfctech:metal/mithril_rackwheel, item.tfctech.metal.mithril_rackwheel.name
tfctech:metal/mithril_gear, item.tfctech.metal.mithril_gear.name
tfctech:metal/mithril_wire, item.tfctech.metal.mithril_wire.name
tfctech:metal/mithril_long_rod, item.tfctech.metal.mithril_long_rod.name
tfctech:metal/mithril_rod, item.tfctech.metal.mithril_rod.name
tfctech:metal/mithril_bolt, item.tfctech.metal.mithril_bolt.name
tfctech:metal/mithril_screw, item.tfctech.metal.mithril_screw.name
tfctech:metal/invar_strip, item.tfctech.metal.invar_strip.name
tfctech:metal/invar_rackwheel_piece, item.tfctech.metal.invar_rackwheel_piece.name
tfctech:metal/invar_rackwheel, item.tfctech.metal.invar_rackwheel.name
tfctech:metal/invar_gear, item.tfctech.metal.invar_gear.name
tfctech:metal/invar_wire, item.tfctech.metal.invar_wire.name
tfctech:metal/invar_long_rod, item.tfctech.metal.invar_long_rod.name
tfctech:metal/invar_rod, item.tfctech.metal.invar_rod.name
tfctech:metal/invar_bolt, item.tfctech.metal.invar_bolt.name
tfctech:metal/invar_screw, item.tfctech.metal.invar_screw.name
tfctech:metal/invar_blowpipe, item.tfctech.metal.invar_blowpipe.name
tfctech:metal/aluminium_strip, item.tfctech.metal.aluminium_strip.name
tfctech:metal/aluminium_rackwheel_piece, item.tfctech.metal.aluminium_rackwheel_piece.name
